"year","violent","murder","robbery","prisoners","afam","cauc","male","population","income","density","state","law"
1998,60964,717,15300,44878,5.772889,62.91081,14.13376,9820231,16376.02,0.172864,"Michigan","no"
1999,56707,690,14105,45965,5.833841,62.94402,14.09948,9863775,16806.19,0.1736305,"Michigan","no"
1977,7731,108,3427,1636,0.9416787,71.22099,18.70508,3989365,12427,0.0503142,"Minnesota","no"
1978,7613,80,3417,1767,0.9856448,71.18407,18.56497,4015341,12943.69,0.0506418,"Minnesota","no"
1979,8951,93,3747,1985,1.027376,71.14611,18.43942,4050317,12909.15,0.051083,"Minnesota","no"
1980,9306,106,4048,2083,1.099408,71.29826,18.37938,4085017,12476.88,0.0513529,"Minnesota","no"
1981,9395,86,4288,2015,1.190245,71.04656,18.13891,4111674,12406.72,0.051688,"Minnesota","no"
1982,9060,95,4185,2024,1.267281,70.61434,17.78386,4131444,12375.74,0.0519365,"Minnesota","no"
1983,7906,70,3297,2071,1.337603,70.1346,17.40413,4141438,12594,0.0520621,"Minnesota","no"
1984,8794,75,2956,2162,1.411142,69.76175,17.01439,4157698,13670.54,0.0522665,"Minnesota","no"
1985,10729,88,3590,2176,1.491174,69.45553,16.65161,4184286,13976.12,0.0526008,"Minnesota","no"
1986,11968,105,4289,2355,1.569578,69.1105,16.27346,4205208,14435.83,0.0528638,"Minnesota","no"
1987,12087,110,4341,2456,1.646392,68.82535,15.89751,4235140,14820.42,0.0532401,"Minnesota","no"
1988,12463,125,4068,2578,1.725913,68.66412,15.59573,4296162,14812.46,0.0540072,"Minnesota","no"
1989,12507,158,4112,2776,1.809225,68.40837,15.29385,4338045,15229.7,0.0545337,"Minnesota","no"
1990,13429,168,4067,3115,1.883991,70.15536,15.04357,4387283,15248.38,0.0551049,"Minnesota","no"
1991,13991,183,4339,3188,1.938506,70.20422,14.80302,4427429,14977.46,0.0556091,"Minnesota","no"
1992,15114,198,4896,3488,2.038956,70.13239,14.62573,4471503,15405.58,0.0561627,"Minnesota","no"
1993,16002,204,5096,3843,2.126541,70.17619,14.4791,4521709,15204.85,0.0567933,"Minnesota","no"
1994,16392,196,5370,4201,2.215273,70.19733,14.34696,4566028,15769.82,0.0573499,"Minnesota","no"
1995,16400,230,5697,4605,2.314,70.28978,14.29538,4605445,16077.28,0.057845,"Minnesota","no"
1996,15746,217,5373,4880,2.393086,70.42294,14.28865,4647723,16679.54,0.058376,"Minnesota","no"
1997,15835,181,5377,5156,2.492936,70.42054,14.30564,4687726,17091.78,0.0588785,"Minnesota","no"
1998,14661,173,4372,5341,2.597933,70.36256,14.34353,4726411,18008.61,0.0593643,"Minnesota","no"
1999,13085,184,3916,5587,2.70455,70.39762,14.37508,4775508,18383.72,0.059981,"Minnesota","no"
1977,7100,352,1616,2238,11.30086,47.1701,18.66394,2459202,8645.796,0.051996,"Mississippi","no"
1978,7991,313,1746,1667,11.24283,47.24821,18.49264,2487817,8871.568,0.052601,"Mississippi","no"
1979,8113,316,1772,2758,11.20169,47.29527,18.31144,2507067,8985.228,0.053008,"Mississippi","no"
1980,8634,366,2046,3561,11.27336,47.1011,18.16803,2525342,8554.884,0.0534656,"Mississippi","no"
1981,7734,320,2067,3352,11.36708,47.06833,18.12535,2539051,8659.495,0.0537559,"Mississippi","no"
1982,7532,358,1866,4525,11.42994,46.95921,18.00418,2556768,8566.631,0.054131,"Mississippi","no"
1983,7200,288,1638,5392,11.46199,46.82973,17.84062,2567730,8615,0.0543631,"Mississippi","no"
1984,7270,250,1560,5440,11.52065,46.61835,17.64359,2578058,9075.017,0.0545817,"Mississippi","no"
1985,7011,274,1620,5927,11.52669,46.47882,17.39784,2588097,9187.772,0.0547943,"Mississippi","no"
1986,7109,290,1675,6147,11.56171,46.41185,17.17962,2593596,9356.337,0.0549107,"Mississippi","no"
1987,6984,264,1475,6445,11.61095,46.35433,16.91101,2588539,9570.701,0.0548036,"Mississippi","no"
1988,8391,222,1992,6606,11.66387,46.27898,16.61277,2580353,9847.19,0.0546303,"Mississippi","no"
1989,8011,250,2016,7131,11.73186,46.19701,16.32527,2574273,10069.62,0.0545016,"Mississippi","no"
1990,8774,314,2222,7552,11.90866,48.01193,16.05819,2577426,10030.97,0.0549394,"Mississippi","no"
1991,10082,332,3014,7955,12.05501,47.8049,15.93869,2591230,10092.19,0.0552336,"Mississippi","yes"
1992,10746,318,3250,8614,12.17902,47.48308,15.83059,2610193,10444.81,0.0556378,"Mississippi","yes"
1993,11436,356,3671,8618,12.33781,47.34798,15.77615,2635574,10657.45,0.0561788,"Mississippi","yes"
1994,13149,408,4328,9615,12.43913,47.248,15.65988,2663450,11120.93,0.056773,"Mississippi","yes"
1995,13529,347,3522,10629,12.54986,47.20134,15.57741,2690788,11238.99,0.0573558,"Mississippi","yes"
1996,13233,301,3637,12249,12.66153,47.11795,15.50349,2709925,11457.94,0.0577637,"Mississippi","yes"
1997,12812,358,3743,13167,12.7257,47.01833,15.4049,2731826,11729.45,0.0582305,"Mississippi","yes"
1998,11300,314,3392,14610,12.79877,47.03033,15.28058,2751335,12209,0.0586464,"Mississippi","yes"
1999,9671,213,3090,15892,12.89336,47.0393,15.1223,2768619,12370.23,0.0590148,"Mississippi","yes"
1977,22390,467,9191,5106,3.646178,64.35242,17.50104,4863175,11493.2,0.0704859,"Missouri","no"
1978,22878,508,8996,5427,3.677466,64.30529,17.35882,4889400,11898.54,0.070866,"Missouri","no"
1979,25898,550,10360,5698,3.722172,64.122,17.22153,4912428,11954.24,0.0711998,"Missouri","no"
1980,27292,546,11006,5562,3.830339,64.24608,17.21838,4921966,11352.51,0.0713897,"Missouri","no"
1981,26643,513,10614,5524,3.873377,64.13373,17.12898,4932079,11460.87,0.0715364,"Missouri","no"
1982,24968,478,9514,6458,3.895451,63.91703,16.92983,4929442,11388.12,0.0714982,"Missouri","no"
1983,23591,400,8301,7267,3.912676,63.74535,16.64394,4943727,11716,0.0717054,"Missouri","no"
1984,22921,353,7005,8060,3.934932,63.53048,16.38307,4975283,12428.64,0.0721631,"Missouri","no"
1985,25176,405,7380,8750,3.965899,63.32874,16.11904,5000254,12841.77,0.0725253,"Missouri","no"
1986,29063,462,8549,9745,3.993655,63.10036,15.81932,5023068,13185.04,0.0728562,"Missouri","no"
1987,27539,420,8298,10265,4.012938,62.981,15.5254,5056695,13374.25,0.0733439,"Missouri","no"
1988,28077,407,8542,11078,4.0438,62.86436,15.26476,5081730,13544.41,0.073707,"Missouri","no"
1989,32236,403,9937,12026,4.068688,62.6871,15.00173,5095819,13717.65,0.0739114,"Missouri","no"
1990,36669,451,11093,13790,4.106727,64.76237,14.75709,5126370,13526.26,0.0744052,"Missouri","no"
1991,39354,542,12951,14803,4.134636,64.69089,14.549,5157770,13567.36,0.074861,"Missouri","no"
1992,38454,545,11784,15841,4.179498,64.61243,14.39402,5193686,13874.82,0.0753822,"Missouri","no"
1993,38990,592,12665,16289,4.216366,64.60291,14.24835,5237757,13983.26,0.0760219,"Missouri","no"
1994,39266,555,12184,16266,4.260201,64.67593,14.11159,5281206,14291.42,0.0766525,"Missouri","no"
1995,35345,469,10862,17997,4.286511,64.7411,14.0522,5324610,14449.48,0.0772825,"Missouri","no"
1996,31719,435,9158,19217,4.333734,64.7839,14.05027,5367888,14667.86,0.0779107,"Missouri","no"
1997,31221,427,8441,22115,4.383485,64.83846,14.04587,5407113,15061.73,0.07848,"Missouri","no"
1998,30217,397,8113,24034,4.413081,64.95696,14.03186,5437562,15546.28,0.0789219,"Missouri","no"
1999,27353,361,7147,24990,4.451169,65.11991,14.0275,5468338,15789.59,0.0793686,"Missouri","no"
1977,1678,42,302,562,1.878684,70.30823,18.86554,769954,10909.58,0.0052886,"Montana","no"
1978,1859,38,288,634,1.917767,70.22367,18.67187,782316,11797.69,0.0053735,"Montana","no"
1979,1765,33,261,685,1.935456,70.05479,18.47104,787308,11386.23,0.0054078,"Montana","no"
1980,1756,32,268,757,1.996699,69.50651,18.18962,788752,11053.89,0.0054252,"Montana","no"
1981,2012,27,303,748,2.006873,69.26559,17.82497,795317,11227.42,0.0054703,"Montana","no"
1982,1807,31,266,836,2.038085,68.82399,17.37447,803990,11013.5,0.00553,"Montana","no"
1983,1731,30,191,928,2.075973,68.35551,16.8837,814028,11045,0.005599,"Montana","no"
1984,1950,36,225,854,2.12147,67.86086,16.40055,820893,11225.09,0.0056462,"Montana","no"
1985,1715,48,172,995,2.161607,67.42729,15.96853,822305,11019.4,0.0056559,"Montana","no"
1986,1281,24,159,1107,2.210021,67.00379,15.51819,813748,11330.68,0.0055971,"Montana","no"
1987,1217,33,195,1087,2.274105,66.64787,15.11905,805064,11397.49,0.0055373,"Montana","no"
1988,984,21,181,1176,2.349055,66.35466,14.75005,800194,11250.8,0.0055039,"Montana","no"
1989,928,23,136,1263,2.441468,66.1925,14.48098,799642,11742.27,0.0055001,"Montana","no"
1990,1274,39,174,1320,2.508052,68.23551,14.24213,799824,11829.29,0.005495,"Montana","no"
1991,1130,21,150,1422,2.550886,68.46097,14.15545,807837,12068.08,0.00555,"Montana","no"
1992,1397,24,221,1505,2.534665,68.7589,14.15539,822436,12150.94,0.0056503,"Montana","yes"
1993,1491,25,272,1512,2.548829,69.12568,14.22258,839876,12451.61,0.0057701,"Montana","yes"
1994,1514,28,280,1556,2.589824,69.45094,14.24397,854923,12182.69,0.0058735,"Montana","yes"
1995,1489,35,253,1772,2.634821,69.94066,14.28058,868522,12271.66,0.0059669,"Montana","yes"
1996,1411,34,260,1999,2.675736,70.26747,14.32124,876656,12308.2,0.0060228,"Montana","yes"
1997,1161,42,179,2276,2.71069,70.51744,14.33813,878706,12527.43,0.0060369,"Montana","yes"
1998,1221,36,175,2243,2.760783,70.57711,14.37217,879533,13018.58,0.0060426,"Montana","yes"
1999,1823,23,228,2737,2.83038,70.73254,14.36011,882779,13154.21,0.0060649,"Montana","yes"
1977,3104,61,1007,1448,1.399435,68.76288,18.13208,1556843,11496.49,0.0203554,"Nebraska","no"
1978,2979,47,1015,1298,1.440068,68.61212,17.96054,1563884,12407.36,0.0204475,"Nebraska","no"
1979,3541,64,1152,1254,1.470194,68.48695,17.81141,1567344,12051.65,0.0204927,"Nebraska","no"
1980,3531,69,1292,1116,1.51918,68.48768,17.70309,1572296,11209.85,0.0205143,"Nebraska","no"
1981,2865,49,1116,1405,1.552206,68.36901,17.48889,1578528,11710.76,0.0205956,"Nebraska","no"
1982,3632,32,979,1645,1.580871,68.11826,17.20726,1581786,11587.3,0.0206381,"Nebraska","no"
1983,3449,41,789,1568,1.609164,67.8284,16.88158,1584301,11601,0.0206709,"Nebraska","no"
1984,3587,54,686,1446,1.645192,67.58923,16.58273,1588629,12436.31,0.0207274,"Nebraska","no"
1985,3770,46,769,1505,1.690266,67.31978,16.26681,1584662,12726.02,0.0206756,"Nebraska","no"
1986,4134,49,804,1700,1.731587,66.95992,15.92627,1574336,12921.43,0.0205409,"Nebraska","no"
1987,3935,55,738,1817,1.773251,66.74837,15.61155,1566558,13185.69,0.0204394,"Nebraska","no"
1988,4293,57,882,1933,1.821041,66.65886,15.33023,1571464,13458.53,0.0205034,"Nebraska","no"
1989,4402,39,819,2032,1.872395,66.45169,15.07181,1574881,13553.03,0.020548,"Nebraska","no"
1990,5216,43,808,2229,1.924887,68.57947,14.86603,1580664,13783.06,0.0205607,"Nebraska","no"
1991,5323,52,859,2227,1.94191,68.71162,14.7431,1590805,13717.95,0.0206926,"Nebraska","no"
1992,5586,67,909,2323,1.997059,68.94002,14.63668,1602406,13978.48,0.0208435,"Nebraska","no"
1993,6091,63,1006,2434,2.045469,69.01521,14.55635,1612149,13895.06,0.0209702,"Nebraska","no"
1994,6316,50,1223,2481,2.102617,69.06844,14.50556,1621551,14224.9,0.0210925,"Nebraska","no"
1995,6246,47,1066,2682,2.159873,69.22701,14.51073,1635142,14516.18,0.0212693,"Nebraska","no"
1996,7167,48,1050,3015,2.215449,69.32784,14.55224,1647657,15268.57,0.0214321,"Nebraska","no"
1997,7260,50,1096,3213,2.262563,69.34474,14.58731,1656042,15271.01,0.0215412,"Nebraska","no"
1998,7497,51,1289,3322,2.292488,69.3675,14.62338,1660772,15809.01,0.0216027,"Nebraska","no"
1999,7167,60,1265,3582,2.352001,69.41042,14.63403,1666028,16174.11,0.0216711,"Nebraska","no"
1977,5040,107,2192,1058,3.681372,70.3189,18.48337,678334,14056.2,0.0061729,"Nevada","no"
1978,5617,112,2586,1345,3.747658,70.3098,18.34993,719436,14943.84,0.0065469,"Nevada","no"
1979,6395,134,3119,1561,3.830988,70.28146,18.24282,765364,14769.58,0.0069649,"Nevada","no"
1980,7394,162,3732,1815,3.977586,70.01524,18.14704,810215,14242.02,0.0073727,"Nevada","no"
1981,7598,148,3882,1950,4.061517,69.68533,18.00472,847639,14006.88,0.0077132,"Nevada","no"
1982,7100,120,3699,2160,4.136034,69.2001,17.75632,881545,13401.55,0.0080218,"Nevada","no"
1983,5910,115,2771,2715,4.199899,68.61285,17.45294,901974,13465,0.0082077,"Nevada","no"
1984,5813,100,2580,3274,4.256437,68.18571,16.98045,924905,13843.16,0.0084163,"Nevada","no"
1985,6344,98,2614,3614,4.310617,67.63983,16.57308,951024,14197.43,0.008654,"Nevada","no"
1986,7050,124,2813,3893,4.365152,67.12231,16.16566,980653,14568.54,0.0089236,"Nevada","no"
1987,7120,86,2789,4575,4.434161,66.6797,15.80097,1023418,14809.02,0.0093128,"Nevada","no"
1988,8393,113,3130,4644,4.494771,66.14903,15.4424,1075027,15307.56,0.0097824,"Nevada","no"
1989,7112,93,2850,5141,4.57811,65.82648,15.29187,1137369,15713.1,0.0103497,"Nevada","no"
1990,7323,118,2904,5338,4.65039,66.68157,15.12199,1218629,15753.59,0.011098,"Nevada","no"
1991,8700,152,4016,5706,4.765588,66.65909,14.74476,1285046,15557.87,0.0117029,"Nevada","no"
1992,9272,145,4409,5842,4.861448,66.16871,14.42518,1330694,16112.74,0.0121186,"Nevada","no"
1993,12079,144,4694,6183,4.925167,65.53869,14.13233,1380197,16167.39,0.0125694,"Nevada","no"
1994,14592,170,5132,6321,5.034716,65.17899,13.90756,1456388,16554.72,0.0132633,"Nevada","no"
1995,14422,163,4953,7141,5.145968,64.9338,13.71655,1525777,16878.43,0.0138952,"Nevada","no"
1996,12952,219,4911,7871,5.20202,64.62309,13.59839,1596476,17235.17,0.0145391,"Nevada","yes"
1997,13383,188,5067,8629,5.310158,64.46743,13.55572,1675581,17514.68,0.0152595,"Nevada","yes"
1998,11223,169,4445,9033,5.434025,64.02489,13.57494,1743772,18210.24,0.0158805,"Nevada","yes"
1999,10313,165,4210,9806,5.589821,63.63499,13.65448,1809253,18540.39,0.0164768,"Nevada","yes"
1977,984,28,202,261,0.3582589,73.57484,18.31558,869762,11330.45,0.0963512,"New Hampshire","yes"
1978,1059,12,234,232,0.3796886,73.85667,18.16437,891520,11897.01,0.0987615,"New Hampshire","yes"
1979,1272,22,260,291,0.397987,74.08883,18.02998,909075,12047.53,0.1007062,"New Hampshire","yes"
1980,1662,23,388,323,0.419908,73.9855,17.81628,924250,11987.24,0.1027744,"New Hampshire","yes"
1981,1378,27,335,328,0.4623955,74.05631,17.62687,936644,12142.58,0.1041526,"New Hampshire","yes"
1982,1183,21,321,398,0.4946624,73.92619,17.3786,947717,12286.99,0.1053839,"New Hampshire","yes"
1983,1199,19,231,450,0.5260274,73.81657,17.11249,958125,13041,0.1065412,"New Hampshire","yes"
1984,1308,10,227,488,0.5568841,73.76155,16.81933,976864,13938.11,0.1086249,"New Hampshire","yes"
1985,1403,21,266,568,0.5881072,73.6675,16.51476,996757,14648.39,0.110837,"New Hampshire","yes"
1986,1430,23,242,697,0.6166499,73.46386,16.22557,1025055,15429.37,0.1139837,"New Hampshire","yes"
1987,1577,32,279,801,0.6424271,73.37527,15.88103,1054283,16111.37,0.1172337,"New Hampshire","yes"
1988,1601,25,228,877,0.6654498,73.11699,15.57323,1082576,16637.08,0.1203799,"New Hampshire","yes"
1989,1861,36,263,1027,0.6910675,72.84719,15.24296,1104523,16569.9,0.1228203,"New Hampshire","yes"
1990,1462,21,302,1145,0.717645,74.6099,14.82707,1111831,15783.31,0.1239638,"New Hampshire","yes"
1991,1321,40,365,1295,0.6962617,74.20372,14.34482,1107055,15589.31,0.1234313,"New Hampshire","yes"
1992,1399,18,367,1469,0.7179407,73.96066,14.05336,1112766,15729.34,0.124068,"New Hampshire","yes"
1993,1546,22,306,1796,0.7427434,73.87815,13.81806,1122191,15516.97,0.1251189,"New Hampshire","yes"
1994,1323,16,307,1779,0.7748086,73.81678,13.60288,1133054,16007.04,0.12633,"New Hampshire","yes"
1995,1312,21,314,2028,0.8078708,73.95155,13.48302,1145604,16355.23,0.1277293,"New Hampshire","yes"
1996,1372,20,317,2020,0.8588279,74.15676,13.44257,1160768,16536.67,0.12942,"New Hampshire","yes"
1997,1328,16,275,2065,0.8758659,74.3932,13.46563,1173239,17147.67,0.1308105,"New Hampshire","yes"
1998,1271,18,255,2182,0.8967611,74.50977,13.51686,1185823,18083.16,0.1322135,"New Hampshire","yes"
1999,1159,18,257,2186,0.9426925,74.65687,13.54528,1201134,18732.35,0.1339206,"New Hampshire","yes"
1977,28762,411,13236,5723,4.657897,65.03551,17.01148,7337173,13911.53,0.9755582,"New Jersey","no"
1978,31131,397,14158,5734,4.769043,64.8823,16.89076,7350804,14375.42,0.9773706,"New Jersey","no"
1979,36921,486,18416,5451,4.89978,64.69986,16.81398,7366514,14363.47,0.9794593,"New Jersey","no"
1980,44583,509,22402,5606,5.08635,64.31933,16.71811,7376330,14239.6,0.987725,"New Jersey","no"
1981,46712,541,24785,5630,5.260983,64.17092,16.68408,7407475,14310.47,0.9918954,"New Jersey","no"
1982,45136,483,22858,6836,5.417356,63.82298,16.55094,7430968,14446.97,0.9950413,"New Jersey","no"
1983,41304,396,20088,7991,5.558231,63.40572,16.34391,7467789,15036,0.9999717,"New Jersey","no"
1984,39659,398,18218,10221,5.70021,62.98526,16.13712,7515478,15870.49,1.006358,"New Jersey","no"
1985,41194,409,19292,10440,5.838079,62.48153,15.89796,7565519,16345.75,1.013058,"New Jersey","no"
1986,43637,396,20481,11357,5.970402,61.98893,15.64329,7622150,17008.3,1.020641,"New Jersey","no"
1987,41499,353,17857,12043,6.102903,61.44269,15.36189,7670743,17741.71,1.027148,"New Jersey","no"
1988,44947,409,18911,13651,6.241768,60.93272,15.10154,7712334,18643.56,1.032717,"New Jersey","no"
1989,47052,394,21115,16920,6.379556,60.30417,14.83702,7726086,18946.78,1.034559,"New Jersey","no"
1990,50235,434,23349,19470,6.547166,61.64635,14.55636,7757158,18871.69,1.04558,"New Jersey","no"
1991,49415,405,22816,21095,6.677904,60.94882,14.15186,7784269,18386.84,1.049234,"New Jersey","no"
1992,48986,399,22325,23562,6.823489,60.26407,13.81956,7827770,18883.87,1.055098,"New Jersey","no"
1993,49368,417,23310,22837,6.947664,59.64001,13.52571,7874891,18672.59,1.061449,"New Jersey","no"
1994,48637,396,22806,23836,7.059419,59.09557,13.25422,7918796,18738.72,1.067367,"New Jersey","no"
1995,47777,406,22542,24773,7.170917,58.70015,13.0468,7965523,19147.16,1.073665,"New Jersey","no"
1996,42571,336,18887,27233,7.295498,58.40384,12.88328,8009624,19554.82,1.07961,"New Jersey","no"
1997,39675,338,16962,27626,7.425972,58.26071,12.77692,8054178,20101.15,1.085615,"New Jersey","no"
1998,35628,324,15074,28415,7.550773,58.16805,12.73849,8095542,20866.26,1.09119,"New Jersey","no"
1999,33543,285,14243,31108,7.68151,58.14891,12.73195,8143412,21295.97,1.097643,"New Jersey","no"
1977,6090,107,1332,1277,3.851627,67.43304,19.61397,1215720,10007.03,0.0100132,"New Mexico","no"
1978,6539,126,1382,1560,3.920649,67.4426,19.41868,1238035,10462.22,0.010197,"New Mexico","no"
1979,7528,159,1555,1580,3.938985,66.25013,18.90627,1284722,10453.27,0.0105815,"New Mexico","no"
1980,8053,172,1675,1467,4.045441,66.17848,18.75867,1309400,10158.02,0.0107916,"New Mexico","no"
1981,8952,152,1876,1413,4.002524,66.15292,18.50997,1332709,10230.06,0.0109837,"New Mexico","no"
1982,10017,158,1721,1364,4.024948,65.99296,18.22599,1363794,10210.61,0.0112399,"New Mexico","no"
1983,9576,124,1590,1757,4.052492,65.8366,17.9076,1394352,10367,0.0114918,"New Mexico","no"
1984,9748,129,1846,2012,4.106052,65.47836,17.53703,1416665,10755.19,0.0116756,"New Mexico","no"
1985,10125,157,1986,1913,4.190435,65.09621,17.17985,1438371,11111.07,0.0118545,"New Mexico","no"
1986,10614,168,1894,2106,4.257937,64.78448,16.82611,1462727,11113.43,0.0120553,"New Mexico","no"
1987,9292,149,1601,2277,4.335758,64.37509,16.46418,1478519,11125.62,0.0121854,"New Mexico","no"
1988,9808,171,1537,2593,4.392654,63.93434,16.10711,1490329,11217.12,0.0122828,"New Mexico","no"
1989,10586,129,1582,2707,4.486758,63.60856,15.82727,1503892,11310.26,0.0123945,"New Mexico","no"
1990,11859,140,1749,2705,4.58461,64.0296,15.58858,1519933,11399.52,0.0125237,"New Mexico","no"
1991,12915,162,1861,3032,4.688921,63.90107,15.36589,1547115,11508.86,0.0127476,"New Mexico","no"
1992,14778,141,2202,3019,4.759892,63.8187,15.19766,1580750,11661.75,0.0130248,"New Mexico","no"
1993,15014,129,2235,3181,4.791209,63.69611,15.06288,1614937,11868.71,0.0133064,"New Mexico","no"
1994,14701,177,2328,3406,4.829408,63.84676,14.95794,1653329,12059.71,0.0136228,"New Mexico","no"
1995,13782,148,2599,3550,4.873286,63.94342,14.88335,1682417,12329.21,0.0138625,"New Mexico","no"
1996,14342,196,2771,3941,4.963687,63.96568,14.83239,1706151,12368.53,0.014058,"New Mexico","no"
1997,14702,133,2953,4497,5.03355,63.73423,14.79292,1722939,12564.69,0.0141963,"New Mexico","no"
1998,16666,189,2833,4438,5.191242,63.52061,14.73607,1733535,12935.48,0.0142836,"New Mexico","no"
1999,14519,171,2578,4715,5.31243,63.32625,14.6754,1739844,13057.93,0.0143356,"New Mexico","no"
1977,148165,1906,84182,17456,5.27184,62.9616,17.10692,17812610,13403.53,0.3724071,"New York","no"
1978,148694,1821,83470,19095,5.385798,62.78698,17.00131,17680590,13719.91,0.3696471,"New York","no"
1979,161314,2092,93124,20046,5.527535,62.59568,16.91857,17583840,13619.84,0.3676244,"New York","no"
1980,180850,2231,112656,21080,5.759618,61.99079,16.80301,17566750,13413.85,0.3707865,"New York","no"
1981,187904,2161,120163,21608,5.949563,61.791,16.76984,17567730,13550.94,0.3708071,"New York","no"
1982,174156,2005,107421,25505,6.147531,61.32369,16.63624,17589750,13771.01,0.3712718,"New York","no"
1983,161676,1963,94890,27945,6.343563,60.80314,16.48022,17686900,14188,0.3733226,"New York","no"
1984,162249,1792,89953,30523,6.541053,60.28036,16.29392,17745690,15093.7,0.3745634,"New York","no"
1985,165445,1690,89741,33270,6.733792,59.72289,16.10475,17791670,15495.68,0.3755339,"New York","no"
1986,175820,1908,91682,34775,6.933656,59.12571,15.89608,17833420,16204.74,0.3764151,"New York","no"
1987,180136,2019,89934,38597,7.131909,58.5247,15.67199,17868850,16690.19,0.3771629,"New York","no"
1988,196870,2243,97672,41086,7.329988,58.01797,15.46924,17941310,17348.57,0.3786924,"New York","no"
1989,203425,2248,104176,44598,7.517052,57.44759,15.22776,17983090,17638.7,0.3795742,"New York","no"
1990,212596,2610,112464,51308,7.695074,58.69953,14.96152,18002860,17766.03,0.3812226,"New York","no"
1991,209846,2560,112162,54810,7.786431,58.12228,14.62381,18029530,17501.6,0.3817875,"New York","no"
1992,202898,2387,107932,57862,7.896828,57.58609,14.34285,18082030,17891.29,0.3828992,"New York","no"
1993,194742,2413,101807,61679,8.006265,57.12248,14.09058,18140890,17630.82,0.3841456,"New York","no"
1994,175321,2015,86553,64275,8.103697,56.68006,13.83168,18156650,17713.25,0.3844793,"New York","no"
1995,152813,1543,72549,66614,8.19649,56.29628,13.6195,18150930,18129.53,0.3843581,"New York","no"
1996,131905,1343,61689,68584,8.314287,56.06857,13.45638,18143800,18583.91,0.3842073,"New York","no"
1997,124934,1089,56117,69488,8.442421,55.93539,13.34361,18143180,18946.71,0.3841942,"New York","no"
1998,115819,926,49084,70094,8.56143,55.92968,13.26412,18159180,19711.47,0.3845327,"New York","no"
1999,107142,910,43817,72241,8.678829,55.9836,13.1956,18196600,20272.8,0.3853253,"New York","no"
1977,23146,603,3485,12167,8.210358,57.76085,18.84295,5685611,9959.352,0.1165132,"North Carolina","no"
1978,23810,622,3796,13477,8.235327,57.72733,18.675,5759492,10359.84,0.1180272,"North Carolina","no"
1979,25979,623,4496,12986,8.260472,57.66654,18.47252,5823493,10236.49,0.1193388,"North Carolina","no"
1980,26840,625,4855,14158,8.406182,57.73013,18.44014,5898980,9970.623,0.1207743,"North Carolina","no"
1981,26013,542,4813,14534,8.458397,57.83779,18.39927,5956661,10065.66,0.1219553,"North Carolina","no"
1982,26863,548,5170,14927,8.458483,57.81456,18.22489,6019141,10000.08,0.1232345,"North Carolina","no"
1983,24892,492,4837,15497,8.469481,57.71644,18.07053,6077066,10480,0.1244204,"North Carolina","no"
1984,24878,536,4611,14362,8.468751,57.70063,17.83964,6164014,11304.69,0.1262006,"North Carolina","no"
1985,26323,519,4891,15385,8.461959,57.6155,17.60892,6253989,11712.97,0.1280427,"North Carolina","no"
1986,30084,512,5544,16057,8.427985,57.37815,17.24389,6321582,12220.6,0.1294266,"North Carolina","no"
1987,30994,519,6013,16457,8.427617,57.1776,16.91528,6403696,12563.02,0.1311078,"North Carolina","no"
1988,32526,505,7038,16201,8.418236,56.94728,16.55651,6480598,13018.16,0.1326822,"North Carolina","no"
1989,35874,584,8765,16348,8.421701,56.71115,16.21172,6565467,13280.82,0.1344198,"North Carolina","no"
1990,41506,712,10125,16642,8.442483,58.31004,15.90219,6656987,13233.65,0.1366433,"North Carolina","no"
1991,44430,769,12012,17883,8.475556,58.05008,15.57653,6748135,13069.55,0.1385142,"North Carolina","no"
1992,46525,724,12762,18378,8.516156,57.62149,15.29646,6831850,13575.2,0.1402326,"North Carolina","no"
1993,47194,785,13367,20147,8.536718,57.31176,15.02238,6947412,13808.94,0.1426046,"North Carolina","no"
1994,46249,770,12794,21536,8.554008,57.04784,14.74776,7060959,14065.63,0.1449353,"North Carolina","no"
1995,46446,675,12876,23209,8.575942,56.93417,14.55679,7185403,14347.45,0.1474897,"North Carolina","no"
1996,42976,621,11977,28061,8.609256,56.82938,14.40151,7307658,14566.9,0.1499991,"North Carolina","yes"
1997,45092,617,12822,27932,8.650442,56.7124,14.28686,7428672,15021.37,0.1524831,"North Carolina","yes"
1998,43721,611,12134,27920,8.702306,56.681,14.15874,7545828,15551.17,0.1548879,"North Carolina","yes"
1999,41475,551,12088,27390,8.760103,56.69116,14.02926,7650789,15797.37,0.1570423,"North Carolina","yes"
1977,436,6,86,169,1.341708,69.79649,19.70008,649769,10565.99,0.0093798,"North Dakota","no"
1978,436,8,102,195,1.387221,69.51859,19.55437,651302,12431.81,0.009402,"North Dakota","no"
1979,400,10,65,137,1.401761,69.25468,19.36397,652893,11522.06,0.0094249,"North Dakota","no"
1980,353,8,50,124,1.433876,69.05927,19.23974,654380,9786.855,0.0094427,"North Dakota","no"
1981,445,15,85,185,1.478794,68.76475,18.9846,659524,11334.83,0.0095169,"North Dakota","no"
1982,413,5,85,221,1.50276,68.53995,18.68666,668969,11341.68,0.0096532,"North Dakota","no"
1983,363,14,53,318,1.536609,68.22214,18.34073,676685,11386,0.0097646,"North Dakota","no"
1984,365,8,52,347,1.588102,67.86971,17.96214,680498,11802.41,0.0098196,"North Dakota","no"
